Nom_exploitant;Raison_sociale;Description_infraction;Adresse_lieu_infraction;Type_etablissement;Information_etablissement;Date_infraction;Date_jugement;Date_publication;Amende;SOC_CD_LOI;SOC_NOM_LOI;SOC_CD_REGL;SOC_NOM_REGL;SOC_CD_ARTCL_INFRC;SOC_NOM_ARTCL_INFRC;SOC_CD_POURS;SOC_DESC_POURS;SOC_CD_REGRP_TYP_ENTT;SOC_DESC_REGRP_TYP_ENTT;
DISTRIBUTION BUDD 2000 INC.;SUPERMARCHE CACHERE ONE STOP;TOUT PRODUIT CONDITIONNE EN VUE DE LA VENTE DOIT PORTER, EN CARACTERES INDELEBILES, TRES LISIBLES ET APPARENTS, SUR LE RECIPIENT, L'EMBALLAGE OU L'ENVELOPPE QUI LE CONTIENT LES INSCRIPTIONS NECESSAIRES POUR REVELER LA NATURE, L'ETAT, LA COMPOSITION, L'UTILISATION, LA QUANTITE EXACTE, L'ORIGINE ET TOUTE PARTICULARITE DU PRODUIT: LES NOM ET ADRESSE DU FABRICANT, PREPARATEUR, CONDITIONNEUR, EMBALLEUR, FOURNISSEUR OU DISTRIBUTEUR: LE LIEU DE FABRICATION, PREPARATION OU CONDITIONNEMENT DU PRODUIT. L'ENUMERATION DES COMPOSANTS DOIT FIGURER PAR ORDRE D'IMPORTANCE DECROISSANT. L'INDICATION DE POIDS DOIT TENIR COMPTE DE LA PERTE QUE PEUT NORMALEMENT SUBIR LE PRODUIT APRES SON CONDITIONNEMENT ET ETRE EXPRIMEE EN POIDS NET.;6735 AVENUE DE DARLINGTON MONTREAL, (QC) H3S2J7;EPICERIE/BOUCHERIE;;2022-02-23 00:00;2023-06-05 00:00;2023-06-05 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;3.3.3               ;INSCRIPTION OBLIGATOIRE;3;VILLE DE MONTREAL;20;DÉTAIL;
ANH HUNG PHAM;SANDWICH VIETNAMIEN HOANG OANH;LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.;1071 BOULEVARD SAINT-LAURENT R-14 MONTREAL, (QC) H2Z1J6;EPICERIE/BOUCHERIE;;2022-03-03 00:00;2023-10-20 00:00;2023-10-20 00:00;2 500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2               ;;3;VILLE DE MONTREAL;20;DÉTAIL;
9378-2068 QUEBEC INC.;RAM SWEET SHOP;LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.;1016 RUE JEAN-TALON OUEST MONTREAL, (QC) H3N1T1;EPICERIE/BOUCHERIE;;2022-03-10 00:00;2023-06-05 00:00;2023-06-05 00:00;2 500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2               ;;3;VILLE DE MONTREAL;20;DÉTAIL;
9397-9581 QUEBEC INC.;CANTINE EMILIA (ST-VIATEUR);LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.;75 RUE SAINT-VIATEUR OUEST MONTREAL, (QC) H2T2K9;RESTAURANT;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2022-03-10 00:00;2023-06-05 00:00;2023-06-05 00:00;1 500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2               ;;3;VILLE DE MONTREAL;21;RESTAURATION;
ALIMENTS EXOTIQUES (2011) INC.;ALIMENTATION EXOTIQUE DE MONTREAL;LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.;6685 AVENUE VICTORIA MONTREAL, (QC) H3W2T2;EPICERIE/BOUCHERIE;;2022-03-14 00:00;2023-10-10 00:00;2023-10-10 00:00;4 300 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2               ;;3;VILLE DE MONTREAL;20;DÉTAIL;
2760061 CANADA INC.;MC DONALD;LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.;5400 RUE JEAN-TALON OUEST MONTREAL, (QC) H4P2T5;RESTAURANT;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2022-03-16 00:00;2023-04-21 00:00;2023-04-21 00:00;2 500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2               ;;3;VILLE DE MONTREAL;21;RESTAURATION;
METRO RICHELIEU INC.;SUPER C / PLACE BOURASSA #5920;LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.;6000 BOULEVARD HENRI-BOURASSA EST MONTREAL, (QC) H1G2T6;HYPERMARCHE;;2022-03-17 00:00;2023-03-16 00:00;2023-03-16 00:00;1 500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2               ;;3;VILLE DE MONTREAL;20;DÉTAIL;
RESTAURANT IMPACTACOUX INC.;IMPACTACO;LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.;7091 RUE SAINT-HUBERT MONTREAL, (QC) H2S2N1;RESTAURANT;;2022-03-17 00:00;2023-03-23 00:00;2023-03-23 00:00;1 800 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2               ;;3;VILLE DE MONTREAL;21;RESTAURATION;
9205-0939 QUEBEC INC.;PIZZA SICILY;LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;531 RUE SAINT-ROCH MONTREAL, (QC) H3N1K7;RESTAURANT SERVICE RAPIDE;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2022-03-18 00:00;2023-02-13 00:00;2023-02-13 00:00;1 200 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;21;RESTAURATION;
DEPANNEUR SHAOYI INC.;FRUITERIE DES CEDRES;LES LIEUX, VEHICULES, EQUIPEMENTS, MATERIAUX ET USTENSILES SERVANT A LA PREPARATION AU CONDITIONNEMENT, A L'ENTREPOSAGE, AU TRANSPORT, A L'ETIQUETAGE ET AU SERVICE DES PRODUITS, AINSI QUE LES AUTRES INSTALLATIONS ET LOCAUX SANITAIRES, DOIVENT ETRE PROPRES.;404 BOULEVARD CREMAZIE EST MONTREAL, (QC) H2P1E6;MARCHE DE PROXIMITE;;2022-04-13 00:00;2023-06-05 00:00;2023-06-05 00:00;850 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.1               ;INSALUBRITE;3;VILLE DE MONTREAL;20;DÉTAIL;
9422-9374 QUEBEC INC.;DELICIEUX;LE PRODUIT PERISSABLE VENDU CHAUD OU SERVI CHAUD AU CONSOMMATEUR DOIT ETRE GARDE A UNE TEMPERATURE INTERNE D'AU MOINS 60C JUSQU'A SA LIVRAISON.;1023 BOULEVARD SAINT-LAURENT MONTREAL, (QC) H2Z1J4;RESTAURANT;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2022-04-26 00:00;2023-06-05 00:00;2023-06-05 00:00;3 700 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;21;RESTAURATION;
CAFE RESTAURANT BELAIR INC.;CAFE RESTAURANT BELAIR INC.;LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;3391 RUE BELAIR MONTREAL, (QC) H2A2A6;RESTAURANT;;2023-04-27 00:00;2023-07-18 00:00;2023-07-18 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;21;RESTAURATION;
9211-5377 QUEBEC INC.;RESTAURANT KIM HOUR;DANS UN LIEU OU UN VEHICULE, LES PRODUITS NON EMBALLES DOIVENT ETRE PLACES DANS DES RECIPIENTS OU CONTENANTS A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS LORS DE LEUR RECOLTE. LE LIEU DOIT ETRE MUNI DE SUPPORTS DE RANGEMENT SUR LESQUELS LES RECIPIENTS OU CONTENANTS DE PRODUITS DOIVENT ETRE ENTREPOSES DE FACON A NE PAS ENTRER EN CONTACT AVEC LE PLANCHER. LES SUPPORTS DE RANGEMENT DOIVENT ETRE A UNE HAUTEUR MINIMALE DU PLANCHER DE 10 CM DANS LE CAS DE SUPPORTS FIXES ET DE 8 CM DANS LE CAS DE SUPPORTS AMOVIBLES.;7682 BOULEVARD SAINT-MICHEL MONTREAL, (QC) H2A3A5;RESTAURANT;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2023-07-17 00:00;2024-02-26 00:00;2024-02-26 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2.1             ;SUPPORTS DE RANGEMENT;3;VILLE DE MONTREAL;21;RESTAURATION;
9455-3617 QUEBEC INC.;OMEGA PIZZA JARRY;LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;1534 RUE JARRY EST MONTREAL, (QC) H2E1A9;RESTAURANT;;2023-07-27 00:00;2024-02-27 00:00;2024-02-27 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;21;RESTAURATION;
BOULANGERIE PATISSERIE ROMINA INC.;BOULANGERIE PATISSERIE ROMINA;LES PERSONNES AFFECTEES A LA PREPARATION DES PRODUITS, AU LAVAGE OU AU NETTOYAGE DU MATERIEL ET DE L'EQUIPEMENT DOIVENT: PORTER UN BONNET OU UNE RESILLE PROPRE QUI RECOUVRE ENTIEREMENT LES CHEVEUX: PORTER UN COUVRE-BARBE PROPRE QUI RECOUVRE ENTIEREMENT LA BARBE.;2275 AVENUE CHARLAND MONTREAL, (QC) H1Z1B5;PATISSERIE;;2023-09-07 00:00;2023-10-31 00:00;2023-10-31 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.3               ;PERSONNEL;3;VILLE DE MONTREAL;20;DÉTAIL;
LES ENTREPRISES DORO J.C.S. INC.;MC DONALD RESTAURANT;IL EST INTERDIT DANS UN ETABLISSEMENT DE DISTRIBUER SUR PLACE, POUR EMPORTER OU PAR LIVRAISON, LES ARTICLES A USAGE UNIQUE SUIVANTS: BARQUETTE #6, ASSIETTE #6, CONTENANT ET COUVERCLE #6, COUVERCLE DE TASSE OU VERRE #6, TASSE OU VERRE, BATONNET, PAILLE, USTENSILE #1, #2, ,3, #4, #5, #6.;9797 AVENUE PAPINEAU MONTREAL, (QC) H2B1Z5;RESTAURANT SERVICE RAPIDE;;2023-09-27 00:00;2024-10-21 00:00;2024-10-21 00:00;400 $ ;C-19;;r.1            ;;3;;3;VILLE DE MONTREAL;21;RESTAURATION;
9338-3719 QUEBEC INC.;PALAIS MAHARAJA;LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.;404 RUE GILFORD MONTREAL, (QC) H2J1N2;RESTAURANT;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2023-01-27 00:00;2024-01-26 00:00;2024-01-26 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2               ;;3;VILLE DE MONTREAL;21;RESTAURATION;
9358-1494 QUEBEC INC.;RESTAURANT HOYA;LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;300 AVENUE DU MONT-ROYAL EST MONTREAL, (QC) H2T1P7;RESTAURANT;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2023-03-14 00:00;2023-03-20 00:00;2023-03-20 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;21;RESTAURATION;
RESTAURANT T&T INC.;RESTAURANT T&T;LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.;51 RUE RACHEL OUEST MONTREAL, (QC) H2W1G2;RESTAURANT;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2023-03-17 00:00;2024-02-26 00:00;2024-02-26 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2               ;;3;VILLE DE MONTREAL;21;RESTAURATION;
ELIO PIZZERIA INC.;ELIO PIZZERIA INC;LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.;351 RUE DE BELLECHASSE MONTREAL, (QC) H2S1X1;RESTAURANT;;2023-03-21 00:00;2023-04-14 00:00;2023-04-14 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2               ;;3;VILLE DE MONTREAL;21;RESTAURATION;
9213-3578 QUEBEC INC.;PIZZERIA ARTIGIANI;LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.;4657 RUE SAINT-DENIS MONTREAL, (QC) H2J2L5;RESTAURANT;;2023-04-20 00:00;2023-06-05 00:00;2023-06-05 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2               ;;3;VILLE DE MONTREAL;21;RESTAURATION;
9429-0418 QUEBEC INC.;SUSHIAMOUR 1436;LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.;5458 AVENUE DU PARC MONTREAL, (QC) H2V4G7;RESTAURANT;;2023-05-26 00:00;2024-02-27 00:00;2024-02-27 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2               ;;3;VILLE DE MONTREAL;21;RESTAURATION;
SWISSPORT CANADA INC.;SALON BANQUE NATIONALE (INTER-52);LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;975 BOULEVARD ROMEO-VACHON NORD 40 DORVAL, (QC) H4Y1H1;RESTAURANT;;2023-03-08 00:00;2024-01-19 00:00;2024-01-19 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;21;RESTAURATION;
COTE ST-LUC BAGEL INC.;COTE ST-LUC BAGEL;LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;5757 AVENUE CALDWELL COTE SAINT-LUC, (QC) H4W1W1;EPICERIE/BOUCHERIE;;2023-09-26 00:00;2024-05-15 00:00;2024-05-15 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;20;DÉTAIL;
COTE ST-LUC BAGEL INC.;COTE ST-LUC BAGEL;LE PROPRIETAIRE OU L'EXPLOITANT D'UN RESTAURANT OU D'UNE ENTREPRISE EFFECTUANT LA PREPARATION D'ALIMENTS DOIT S'ASSURER QUE TOUTES LES EAUX PROVENANT DU RESTAURANT OU DE L'ENTREPRISE SUSCEPTIBLES D'ENTRER EN CONTACT AVEC DES MATIERES GRASSES SONT, AVANT D'ETRE DEVERSEES DANS UN OUVRAGE D'ASSAINISSEMENT, TRAITEES PAR UN PIEGE A MATIERES GRASSES BIEN ENTRETENU, INSTALLE ET UTILISE.;5757 AVENUE CALDWELL COTE SAINT-LUC, (QC) H4W1W1;EPICERIE/BOUCHERIE;;2023-09-26 00:00;2024-06-12 00:00;2024-06-12 00:00;1 000 $ ;C-37.0;;r.1            ;;4;;3;VILLE DE MONTREAL;20;DÉTAIL;
HOST INTERNATIONAL OF CANADA LTD;HOUSTON (US-77);LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;975 BOULEVARD ROMEO-VACHON NORD TR DORVAL, (QC) H4Y1H2;RESTAURANT;;2024-10-01 00:00;2024-10-18 00:00;2024-10-18 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;21;RESTAURATION;
2M RESTO PIZZA INC.;2M RESTO PIZZA INC.;LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;419 AVENUE BOURKE DORVAL, (QC) H9S3W8;RESTAURANT;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2023-05-24 00:00;2024-02-26 00:00;2024-02-26 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;21;RESTAURATION;
9191-2717 QUEBEC INC.;RESTAURANT TALAY THAI;LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;5697 CHEMIN DE LA COTE-DES-NEIGES MONTREAL, (QC) H3S1Y7;RESTAURANT;;2023-08-17 00:00;2023-09-27 00:00;2023-09-27 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;21;RESTAURATION;
9214-9988 QUEBEC INC.;JAVA U AIRPORT (INTER-52);LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;975 BOULEVARD ROMEO-VACHON NORD IN DORVAL, (QC) H4Y1H2;RESTAURANT SERVICE RAPIDE;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2023-11-08 00:00;2024-02-15 00:00;2024-02-15 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;21;RESTAURATION;
SERVICES ALIMENTAIRES QUEBEC SSP INC.;URBAN CRAVE #1  (DOM- 7);LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;975 BOULEVARD ROMEO-VACHON NORD DO DORVAL, (QC) H4Y1H2;RESTAURANT;;2024-02-13 00:00;2024-03-19 00:00;2024-03-19 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;21;RESTAURATION;
