country,continent,region,year,life_expectancy,fertility,population,gdp,infant_mortality,literacy,educ,oil_prod,net_users,area,roadways,country_code
Bosnia and Herzegovina,Europe,Southern Europe,1961,63.34,3.95,3277096,10500,NA,NA,NA,0,>60%,51197,0.4477996757622517,BIH
Botswana,Africa,Southern Africa,1961,50.7,6.63,536576,132351054.3,112.2,NA,9.5,0,>5%,581730,0.030797792790469805,BWA
Brazil,Americas,South America,1961,55.78,6.19,74706888,116168372089,126.1,NA,5.8,2255000,>35%,8514877,0.18567079712366955,BRA
Brunei,Asia,South-Eastern Asia,1961,63.11,6.49,85687,79700,NA,NA,3.5,126500,>60%,5765,0.5254119687771032,BRN
Bulgaria,Europe,Eastern Europe,1961,70.26,2.23,7935058,19100,NA,NA,4.1,1000,>35%,110879,0.1759756130556733,BGR
Burkina Faso,Africa,Western Africa,1961,35.72,6.32,4894578,620738750.3,159.4,NA,3.4,0,>0%,274200,0.055696571845368345,BFA
Burundi,Africa,Eastern Africa,1961,40.85,7,2840375,294235019,144.8,NA,5.8,0,>0%,27830,0.4427596119295724,BDI
Cambodia,Asia,South-Eastern Asia,1961,42.47,6.96,5872247,3500,NA,NA,2.6,0,>5%,181035,0.2188416604523987,KHM
Cameroon,Africa,Middle Africa,1961,44,5.71,5474509,2785779139,163.3,NA,3.2,80830,>5%,475440,0.10800521622076392,CMR
Canada,Americas,Northern America,1961,71.22,3.85,18295922,173205864895,27,NA,5.4,3890000,>60%,9984670,0.10439002991586102,CAN
Cape Verde,Africa,Western Africa,1961,50.27,6.92,205958,6500,NA,NA,5,0,>35%,4033,0.33473840813290356,CPV
Central African Republic,Africa,Middle Africa,1961,37.89,5.87,1529229,561479896.3,162.9,NA,1.2,0,>0%,622984,0.032549792611046194,CAF
Chad,Africa,Middle Africa,1961,41.35,6.27,3061423,760658940.9,NA,NA,2.3,103400,>0%,1284000,0.03115264797507788,TCD
Chile,Americas,South America,1961,57.23,5.54,7873504,14657690860,121.1,NA,4.5,6666,>60%,756102,0.10284855746975938,CHL
China,Asia,Eastern Asia,1961,32.95,3.28,654625069,51282752582,161,NA,NA,4189000,>35%,9596960,0.4278841424784515,CHN
Colombia,Americas,South America,1961,58.63,6.8,16982313,20019008355,87.6,NA,4.4,989900,>35%,1138910,0.1241309673284105,COL
Comoros,Africa,Eastern Africa,1961,44.47,6.85,191828,1500,NA,NA,7.6,0,>5%,2235,0.39373601789709173,COM
"Congo, Dem. Rep.",Africa,Middle Africa,1961,44.25,6.02,15637715,4451156989,NA,NA,2.5,20000,>0%,2344858,0.06546110681329104,COD
"Congo, Rep.",Africa,Middle Africa,1961,48.88,5.92,1039966,678538007.8,108.4,NA,6.2,250000,>0%,342000,0.05055263157894737,COG
Costa Rica,Americas,Central America,1961,62.56,7.3,1381920,2375566267,83.56,NA,6.3,0,>35%,51100,0.7635616438356164,CRI
Cote d'Ivoire,Africa,Western Africa,1961,38.74,7.43,3602075,2202622974,203,NA,4.6,36000,>0%,322463,0.25428033603855327,CIV
Croatia,Europe,Southern Europe,1961,65.26,2.3,4222502,21600,NA,NA,4.3,10070,>60%,56594,0.5196663957309963,HRV
Cuba,Americas,Caribbean,1961,64.47,4.36,7289828,10200,NA,NA,12.8,50000,>15%,110860,0.5489626556016598,CUB
Cyprus,Asia,Western Asia,1961,70.06,3.47,576395,32800,NA,NA,7.3,0,>60%,9251,2.162577018700681,CYP
Czech Republic,Europe,Eastern Europe,1961,70.77,2.27,9626727,31600,NA,NA,4.2,3000,>60%,78867,1.6568526760241926,CZE
Denmark,Europe,Northern Europe,1961,72.55,2.55,4613769,55492247059,20.8,NA,8.7,165200,>60%,43094,1.7155288439225878,DNK
Djibouti,Africa,Eastern Africa,1961,46.28,6.49,88499,3200,NA,NA,8.4,0,>5%,23200,0.13211206896551725,DJI
Dominican Republic,Americas,Caribbean,1961,54.17,7.49,3406299,2949463771,101,NA,2.2,0,>35%,48670,0.4048695294842819,DOM
Ecuador,Americas,South America,1961,54.77,6.67,4676858,3697721716,118.2,NA,4.4,556400,>35%,283561,0.15400566368435717,ECU
Egypt,Africa,Northern Africa,1961,48.89,6.61,27810001,12536920098,202.7,NA,3.8,478400,>35%,1001450,0.13723101502820909,EGY
El Salvador,Americas,Central America,1961,52.77,6.75,2843246,4159510750,123.9,NA,3.4,0,>15%,21041,0.3287866546266812,SLV
Equatorial Guinea,Africa,Middle Africa,1961,38.04,5.52,255100,31800,NA,NA,0.6,248000,>15%,28051,0.10267013653702185,GNQ
Eritrea,Africa,Eastern Africa,1961,39.35,6.87,1441297,1300,NA,NA,2.1,0,>0%,117600,0.034098639455782315,ERI
Estonia,Europe,Northern Europe,1961,69.74,1.95,1230521,28600,NA,NA,5.7,0,>60%,45228,1.2915008401874946,EST
Ethiopia,Africa,Eastern Africa,1961,38.35,6.88,22671131,1800,NA,NA,4.7,0,>0%,1104300,0.04016933804219868,ETH
Fiji,Oceania,Melanesia,1961,56.12,6.28,407152,452454345,52.1,NA,4.2,0,>35%,18274,0.18824559483419065,FJI
Finland,Europe,Northern Europe,1961,69.07,2.65,4463432,34824194518,20.6,NA,6.8,0,>60%,338145,0.2306702745863461,FIN
France,Europe,Western Europe,1961,71.07,2.8,46471083,369037927246,22.4,NA,5.9,15340,>60%,643801,1.5974594634056176,FRA
French Polynesia,Oceania,Polynesia,1961,56.71,5.58,80706,26100,NA,NA,NA,0,>35%,4167,0.6215502759779218,PYF
Gabon,Africa,Middle Africa,1961,39.15,4.46,504174,1018309175,NA,NA,NA,240000,>5%,267667,0.03425898597884685,GAB
Gambia,Africa,Western Africa,1961,36.16,5.62,376736,1600,146.1,NA,4.1,0,>5%,11295,0.33111996458610005,GMB
Georgia,Asia,Western Asia,1961,63.9,2.97,4225733,9600,NA,NA,2,1000,>35%,69700,0.2741606886657102,GEO
Germany,Europe,Western Europe,1961,69.85,2.44,73686490,46900,NA,NA,5.1,48830,>60%,357022,1.8066113572833047,DEU
Ghana,Africa,Western Africa,1961,46.8,6.79,6866545,1965121691,123.8,NA,8.1,105000,>15%,238533,0.4591188640565456,GHA
Greece,Europe,Southern Europe,1961,68.8,2.22,8366020,31353494474,47.3,NA,4.1,1162,>35%,131957,0.8863493410732284,GRC
Greenland,Americas,Northern America,1961,61.85,7.31,32474,37900,NA,NA,NA,0,>60%,2166086,NA,GRL
Grenada,Americas,Caribbean,1961,61.05,6.63,91260,13100,NA,NA,3.9,0,>35%,344,3.2761627906976742,GRD
Guatemala,Americas,Central America,1961,47.12,6.51,4240084,4160561630,143.3,NA,3,10040,>15%,108889,0.10562132079457062,GTM
Guinea,Africa,Western Africa,1961,35.95,6.11,3633778,1200,210.5,NA,2.5,0,>0%,245857,0.1803812785480991,GIN
Guinea-Bissau,Africa,Western Africa,1961,43.39,5.77,623413,1500,NA,NA,NA,0,>0%,36125,0.0956401384083045,GNB
Guyana,Americas,South America,1961,59.24,5.58,582034,403982434.6,65.1,NA,3.2,0,>35%,214969,0.03707511315585038,GUY
Haiti,Americas,Caribbean,1961,42.68,6.32,3943363,1800,191.5,NA,NA,0,>5%,27750,0.15372972972972973,HTI
Honduras,Americas,Central America,1961,48.47,7.45,2069085,1529911259,136.6,NA,NA,0,>15%,112090,0.13151931483629226,HND
"Hong Kong, China",Asia,Eastern Asia,1961,68.01,5.21,3227426,10490975371,NA,NA,3.5,0,>60%,1108,1.8862815884476534,HKG
Hungary,Europe,Eastern Europe,1961,69.06,1.97,10031496,26200,51,NA,4.9,11410,>60%,93028,2.1452358429720086,HUN
Iceland,Europe,Northern Europe,1961,73.6,4.07,179106,1773534306,17.2,NA,7.6,0,>60%,103000,0.12514563106796117,ISL
India,Asia,Southern Asia,1961,41.99,5.86,458691457,84059664307,162.5,NA,3.2,767600,>15%,3287263,1.4266707592303993,IND
Indonesia,Asia,South-Eastern Asia,1961,45.83,5.66,90138235,19575208346,144.8,NA,2.8,789800,>15%,1904569,0.2607450819581753,IDN
Iran,Asia,Southern Asia,1961,46.61,6.92,22480420,17300,183.85,NA,3.7,3614000,>15%,1648195,0.12065683975500471,IRN
Iraq,Asia,Western Asia,1961,48.11,6.36,7475354,15500,124.7,NA,NA,3368000,>5%,438317,0.13602712192317432,IRQ
Ireland,Europe,Northern Europe,1961,70.24,3.93,2816832,55500,29.2,NA,6.4,0,>60%,70273,1.3666130661847367,IRL
Israel,Asia,Western Asia,1961,68.85,3.84,2174271,13692713599,NA,NA,5.6,390,>60%,20770,0.8938854116514203,ISR
Italy,Europe,Southern Europe,1961,69.82,2.41,50067464,317632248963,42.7,NA,4.5,105700,>35%,301340,1.618437645184841,ITA
Jamaica,Americas,Caribbean,1961,66.57,5.53,1654461,8800,59.8,NA,6.1,0,>35%,10991,2.0126467109453188,JAM
Japan,Asia,Eastern Asia,1961,68.43,1.98,93357259,805778057743,27.9,NA,3.8,4666,>60%,377915,3.2024423481470703,JPN
Jordan,Asia,Western Asia,1961,54.12,7.8,927850,12100,101.9,NA,NA,22,>35%,89342,0.08062277540238634,JOR
Kazakhstan,Asia,Central Asia,1961,59.38,4.51,10411040,24300,NA,NA,3.1,1632000,>35%,2724900,0.03575103673529304,KAZ
Kenya,Africa,Eastern Africa,1961,48.13,8,8361442,1949773813,114,NA,6.7,0,>35%,580367,0.2772004610875532,KEN
Kiribati,Oceania,Micronesia,1961,46.24,7.01,42261,1800,NA,NA,12,0,>5%,811,0.8261405672009864,KIR
South Korea,Asia,Eastern Asia,1961,53.75,5.99,25808542,30356298714,76.1,NA,5,0,>60%,99720,1.0527777777777778,KOR
Kuwait,Asia,Western Asia,1961,62.98,7.28,294639,70200,95.2,NA,3.8,2619000,>60%,17818,0.3708609271523179,KWT
Kyrgyz Republic,Asia,Central Asia,1961,56.54,5.26,2245062,3400,NA,NA,6.8,1000,>15%,199951,0.17004166020675066,KGZ
Lao,Asia,South-Eastern Asia,1961,42.38,5.96,2169287,5300,NA,NA,2.8,0,>0%,236800,0.16709459459459458,LAO
Latvia,Europe,Northern Europe,1961,70.6,1.88,2158546,24700,NA,NA,5,0,>60%,64589,1.1215532056542135,LVA
Lebanon,Asia,Western Asia,1961,63.19,5.72,1864605,18200,56.1,NA,2.2,0,>60%,10400,0.6701923076923076,LBN
Lesotho,Africa,Southern Africa,1961,47.54,5.83,866253,114702544.3,142.3,NA,13,0,>5%,30355,0.19568440125185307,LSO
Liberia,Africa,Western Africa,1961,35.54,6.43,1144896,694948646.8,212.1,NA,2.8,0,>0%,111369,0.09517908933365658,LBR
Libya,Africa,Northern Africa,1961,46.28,7.57,1483856,14600,156.1,NA,NA,470000,>15%,1759540,0.05684667583572979,LBY
Lithuania,Europe,Northern Europe,1961,70.52,2.5,2807763,28400,NA,NA,5.4,2000,>60%,65300,1.2889127105666156,LTU
Luxembourg,Europe,Western Europe,1961,69.49,2.38,317442,4469727302,NA,NA,3.7,0,>60%,2586,1.1210363495746327,LUX
"Macao, China",Asia,Eastern Asia,1961,65.42,4.76,175135,98200,NA,NA,2.7,0,>35%,28,14.75,MAC
"Macedonia, FYR",Europe,Southern Europe,1961,61.49,3.67,1507653,14000,NA,NA,NA,0,>35%,25713,0.5459495196982072,MKD
Madagascar,Africa,Eastern Africa,1961,42.54,7.3,5223621,2130711083,NA,NA,2.7,0,>60%,587041,0.05872843634430985,MDG
Malawi,Africa,Eastern Africa,1961,38.76,6.95,3700032,374275949.2,216.4,NA,5.4,0,>0%,118484,0.130397353229128,MWI
Malaysia,Asia,South-Eastern Asia,1961,60.48,6.14,8429369,7134862821,64.2,NA,5.9,597500,>35%,329847,0.43778782283907386,MYS
Maldives,Asia,Southern Asia,1961,38.82,7.08,92327,14900,NA,NA,6.8,0,>0%,298,0.2953020134228188,MDV
Mali,Africa,Western Africa,1961,29.83,6.73,5322267,2200,231.5,NA,4.8,0,>60%,1240192,0.01812138765610486,MLI
Malta,Europe,Southern Europe,1961,68.67,3.38,311702,35900,34.9,NA,6.9,0,>35%,316,9.79746835443038,MLT
Mauritania,Africa,Western Africa,1961,44.62,6.79,883223,368948551.9,131.9,NA,3.7,6003,>5%,1030700,0.010311438827980983,MRT
Mauritius,Africa,Eastern Africa,1961,59.75,6.18,679045,19500,66.3,NA,3.5,0,>5%,2040,1.0534313725490196,MUS
Mexico,Americas,Central America,1961,57.95,6.78,39394125,99075314540,97.7,NA,5.1,2459000,>35%,1964375,0.19225453388482341,MEX
"Micronesia, Fed. Sts.",Oceania,Micronesia,1961,57.18,6.92,45956,3000,NA,NA,NA,0,>15%,702,0.3418803418803419,FSM
Moldova,Europe,Eastern Europe,1961,62.61,3.26,3075927,5000,NA,NA,8.4,0,>35%,33851,0.27626953413488525,MDA
Mongolia,Asia,Eastern Asia,1961,50.15,7.17,982180,12100,NA,NA,5.5,20850,>15%,1564116,0.03148679509703884,MNG
Montenegro,Europe,Southern Europe,1961,64.54,3.42,498128,16100,NA,NA,NA,0,>35%,13812,0.5620474949319433,MNE
Morocco,Africa,Northern Africa,1961,50.11,7.11,12713043,7349737688,142.7,NA,5.4,500,>35%,446550,0.13076923076923078,MAR
Mozambique,Africa,Eastern Africa,1961,38.79,6.6,7643290,1200,NA,NA,5,0,>5%,799380,0.03794315594585804,MOZ
Namibia,Africa,Southern Africa,1961,47.7,6.17,617282,11400,NA,NA,8.4,0,>5%,824292,0.05354655874374615,NAM
Nepal,Asia,Southern Asia,1961,40.26,5.99,10215153,1380564790,216.7,NA,4.7,0,>5%,147181,0.07367798832729767,NPL
Netherlands,Europe,Western Europe,1961,73.54,3.22,11576024,98649984992,16.1,NA,5.9,28120,>60%,41543,3.3530317983775846,NLD
New Caledonia,Oceania,Melanesia,1961,57.06,5.22,80585,38800,NA,NA,NA,0,>60%,18575,0.30266487213997306,NCL
New Zealand,Oceania,Australia and New Zealand,1961,71,3.61,2423769,36200,21.7,NA,7.4,39860,>60%,267710,0.35172388031825486,NZL
Nicaragua,Americas,Central America,1961,51.53,7.26,1830400,1741191321,132.5,NA,4.6,0,>5%,130370,0.18330137301526425,NIC
Niger,Africa,Western Africa,1961,36.97,7.08,3493636,1066579260,NA,NA,4.2,20000,>0%,1267000,0.014955801104972376,NER
Nigeria,Africa,Western Africa,1961,41,6.35,46144154,12861030560,NA,NA,NA,2423000,>35%,923768,0.20914342129192612,NGA
Norway,Europe,Northern Europe,1961,73.67,2.91,3610710,40705505694,18,NA,6.9,1568000,>60%,323802,0.28989938295625106,NOR
Oman,Asia,Western Asia,1961,45.57,7.25,564895,544970113.4,237.2,NA,4.3,943500,>60%,309500,0.19463651050080774,OMN
Pakistan,Asia,Southern Asia,1961,47.73,6.6,45988447,9123853537,184.8,NA,2.1,98000,>5%,796095,0.3294280205251886,PAK
Panama,Americas,Central America,1961,62.17,5.85,1167041,2137615699,65.3,NA,3.5,0,>35%,75420,0.20070273137098912,PAN
Papua New Guinea,Oceania,Melanesia,1961,39.2,6.28,2001048,888794937,130.7,NA,NA,34210,>0%,462840,0.020199204908823782,PNG
Paraguay,Americas,South America,1961,66.7,6.49,1953331,1352424687,62,NA,4.8,0,>15%,406752,0.07881706789395013,PRY
Peru,Americas,South America,1961,49.56,6.87,10350239,17558476237,132.6,NA,2.8,69300,>35%,1285216,0.10945397505166447,PER
Philippines,Asia,South-Eastern Asia,1961,59.17,7.09,27164618,19001301599,65.9,NA,2.7,21000,>35%,300000,0.7105033333333334,PHL
Poland,Europe,Eastern Europe,1961,68.04,2.85,30138099,26500,53,NA,5.2,19260,>60%,312685,1.3177319027135936,POL
Portugal,Europe,Southern Europe,1961,62.85,3.18,8899331,22142318529,82.3,NA,5.6,0,>60%,92090,0.9002063199044413,PRT
Puerto Rico,Americas,Caribbean,1961,68.8,4.55,2395612,9731036209,NA,NA,NA,0,>35%,13790,1.9479332849891227,PRI
Qatar,Asia,Western Asia,1961,61.57,6.97,51355,132100,NA,NA,2.5,1540000,>60%,11586,0.8484377697220784,QAT
Romania,Europe,Eastern Europe,1961,66.7,2.16,18780105,20800,NA,NA,4.2,83350,>35%,238391,0.35313833156453056,ROU
Russia,Europe,Eastern Europe,1961,68.85,2.46,121390327,25400,NA,NA,4.1,10840000,>35%,17098242,0.07505958799740932,RUS
Rwanda,Africa,Eastern Africa,1961,43.41,8.19,2996091,597789677.5,125.3,NA,5.1,0,>5%,26338,0.17844938871592375,RWA
St. Lucia,Americas,Caribbean,1961,57.75,6.93,90913,11700,NA,NA,4.1,0,>60%,616,1.9642857142857142,LCA
St. Vincent and the Grenadines,Americas,Caribbean,1961,58.96,7.16,82144,112069602.1,NA,NA,5.1,0,>60%,389,2.1311053984575836,VCT
Samoa,Oceania,Polynesia,1961,52.04,7.65,112121,5200,NA,NA,5.8,0,>5%,2831,0.825503355704698,WSM
Saudi Arabia,Asia,Western Asia,1961,48.22,7.23,4218879,53600,NA,NA,5.1,9735000,>35%,2149690,0.10297856900297252,SAU
Senegal,Africa,Western Africa,1961,38.63,6.99,3265558,1931233186,126,NA,5.6,0,>15%,196722,0.07120708410853896,SEN
Serbia,Europe,Southern Europe,1961,63.88,2.6,7613356,13700,NA,NA,4.8,16840,>35%,77474,0.5711335415752381,SRB
Seychelles,Africa,Eastern Africa,1961,61.03,5.4,42402,46589992.71,72.3,NA,3.6,0,>35%,455,1.1164835164835165,SYC
Sierra Leone,Africa,Western Africa,1961,36.57,6.09,2210169,497363800.2,220.5,NA,2.9,0,>0%,71740,0.15751324226373015,SLE
Singapore,Asia,South-Eastern Asia,1961,65.41,5.56,1690353,4217950558,32.9,NA,3,0,>60%,697,4.913916786226686,SGP
Slovak Republic,Europe,Eastern Europe,1961,70.86,3.01,4193035,29700,NA,NA,4.2,200,>60%,49035,0.8956051799734883,SVK
Slovenia,Europe,Southern Europe,1961,68.82,2.33,1596554,31000,NA,NA,5.7,5,>60%,20273,1.923001035860504,SVN
Solomon Islands,Oceania,Melanesia,1961,51.12,6.39,121403,1900,125.4,NA,7.3,0,>5%,28896,0.048103543743078625,SLB
South Africa,Africa,Southern Africa,1961,49.4,6.14,17850045,39810250010,NA,NA,6,3000,>35%,1219090,0.6127636187648163,ZAF
Spain,Europe,Southern Europe,1961,69.62,2.79,30777097,126401779752,44.4,NA,5,6419,>60%,505370,1.3518313314996933,ESP
Sri Lanka,Asia,Southern Asia,1961,60.18,5.42,10129134,2823071268,69.8,NA,1.7,0,>15%,65610,1.738957475994513,LKA
Sudan,Africa,Northern Africa,1961,50.04,6.71,7749884,3322278876,105.7,NA,NA,64770,>15%,1861484,0.0063927490110041235,SDN
Suriname,Americas,South America,1961,61,6.59,298190,16300,NA,NA,NA,15000,>35%,163820,0.026272738371383227,SUR
Swaziland,Africa,Southern Africa,1961,45.1,6.73,357522,8500,140.1,NA,8.3,0,>15%,17364,0.20697995853489978,SWZ
Sweden,Europe,Northern Europe,1961,73.47,2.23,7527081,89859666462,16,NA,7,0,>60%,450295,1.2870762500138797,SWE
Switzerland,Europe,Western Europe,1961,71.79,2.55,5393411,58600,21.2,NA,5.2,0,>60%,41277,1.7313273735978874,CHE
Syria,Asia,Western Asia,1961,53.43,7.5,4742596,2442181480,116,NA,5.1,22660,>15%,185180,0.3773247650934226,SYR
Tajikistan,Asia,Central Asia,1961,57.57,6.27,2140413,2700,NA,NA,3.9,206,>15%,143100,0.19403913347309573,TJK
Tanzania,Africa,Eastern Africa,1961,45.91,6.81,10373380,2900,143,NA,6.2,0,>5%,947300,0.09128259263169007,TZA
Thailand,Asia,South-Eastern Asia,1961,56.01,6.15,28224208,9234702982,99,NA,5.8,232900,>15%,513120,0.35089842531961335,THA
Timor-Leste,Asia,South-Eastern Asia,1961,38.45,6.38,508311,5600,NA,NA,9.4,76490,>0%,14874,0.4060777195105553,TLS
Togo,Africa,Western Africa,1961,41.74,6.57,1597528,312474881.8,159.4,NA,4.5,0,>0%,56785,0.20519503389979749,TGO
Tonga,Oceania,Polynesia,1961,61.56,7.35,63740,5100,NA,NA,3.9,0,>35%,747,0.9103078982597055,TON
Trinidad and Tobago,Americas,Caribbean,1961,63.68,5.18,865356,3206251028,54.7,NA,3.2,81260,>60%,5128,1.6224648985959438,TTO
Tunisia,Africa,Northern Africa,1961,43.89,7.09,4235936,2957595859,187.5,NA,6.2,55050,>35%,163610,0.11868467697573498,TUN
Turkey,Asia,Western Asia,1961,47.71,6.24,28229291,45081264990,161.6,NA,2.9,47670,>35%,783562,0.492300545457794,TUR
Turkmenistan,Asia,Central Asia,1961,55.36,6.54,1649914,16400,NA,NA,NA,242900,>5%,488100,0.12004097520999796,TKM
Uganda,Africa,Eastern Africa,1961,45.91,7.02,7006629,2000,129.6,NA,3.3,0,>15%,241038,0.08297446875596379,UGA
Ukraine,Europe,Eastern Europe,1961,71.15,2.31,43203635,7500,NA,NA,6.2,40490,>35%,603550,0.28115980449010025,UKR
United Arab Emirates,Asia,Western Asia,1961,52.89,6.91,100985,67600,130.5,NA,NA,2820000,>60%,83600,0.04880382775119617,ARE
United Kingdom,Europe,Northern Europe,1961,70.77,2.75,52765864,540685152092,22.5,NA,6.2,787200,>60%,243610,1.619096096219367,GBR
United States,Americas,Northern America,1961,70.32,3.63,189077076,2536417088242,25.4,NA,5.4,8653000,>60%,9826675,0.6702786039021338,USA
Uruguay,Americas,South America,1961,68.19,2.89,2571691,10879240250,56.4,NA,4.5,0,>35%,176215,0.44112022245552307,URY
Uzbekistan,Asia,Central Asia,1961,59.8,6.76,9044671,6100,NA,NA,NA,64810,>35%,447400,0.19333035315154223,UZB
Vanuatu,Oceania,Melanesia,1961,46.55,7.12,65708,2500,104.1,NA,5,0,>5%,12189,0.08778406760193617,VUT
Venezuela,Americas,South America,1961,60.69,6.64,8461684,42431452970,58.1,NA,6.9,2500000,>35%,912050,0.10542733402773971,VEN
West Bank and Gaza,Asia,Western Asia,1961,51.43,7.8,1096903,NA,NA,NA,NA,NA,NA,360,NA,PSE
Vietnam,Asia,South-Eastern Asia,1961,59.17,6.39,33666768,6000,72.6,NA,6.3,298400,>35%,331210,0.6238730714652335,VNM
Yemen,Asia,Western Asia,1961,33.58,7.31,5251663,2700,269.2,NA,5.2,125100,>15%,527968,0.1350460633977817,YEM
Zambia,Africa,Eastern Africa,1961,48.89,7.07,3142848,1680283120,120.9,NA,1.3,0,>15%,752618,0.05375103970407298,ZMB
Zimbabwe,Africa,Eastern Africa,1961,53.55,7.22,3876638,1551931300,90.1,NA,2.5,0,>15%,390757,0.24891940515461014,ZWE
Albania,Europe,Southern Europe,1962,64.84,5.96,1737645,11900,106.5,NA,3.3,20510,>35%,28748,0.626130513427021,ALB
Algeria,Africa,Northern Africa,1962,48.55,7.65,11690152,9595044251,148.2,NA,4.3,1420000,>15%,2381741,0.047719294415303766,DZA
Angola,Africa,Middle Africa,1962,37.08,7.39,5465905,7300,NA,NA,3.5,1742000,>15%,1246700,0.0412521055586749,AGO
Antigua and Barbuda,Americas,Caribbean,1962,63.93,4.34,56311,23600,NA,NA,2.4,0,>60%,443,2.641083521444695,ATG
Argentina,Americas,South America,1962,65.64,3.09,21287682,113228867667,59.59,NA,6.3,532100,>35%,2780400,0.08321608401668824,ARG
Armenia,Asia,Western Asia,1962,67.82,4.44,2002170,8500,NA,NA,3.3,0,>35%,29743,0.2590525501798743,ARM
Aruba,Americas,Caribbean,1962,66.44,4.47,56226,25300,NA,NA,6,0,>60%,180,NA,ABW
Australia,Oceania,Australia and New Zealand,1962,70.91,3.43,10691220,100302794832,19.5,NA,5.6,354300,>60%,7741220,0.10634202360868183,AUS
Austria,Europe,Western Europe,1962,69.51,2.8,7151077,56758760195,32.9,NA,5.9,21760,>60%,83871,1.484517890570042,AUT
Azerbaijan,Asia,Western Asia,1962,62.2,5.59,4167558,18000,NA,NA,2.4,845900,>35%,86600,0.6113394919168591,AZE
Bahamas,Americas,Caribbean,1962,62.58,4.45,121083,1596705340,NA,NA,NA,0,>60%,13880,0.19452449567723343,BHS
Bahrain,Asia,Western Asia,1962,54.33,7.17,173107,50100,114.1,NA,2.6,49500,>60%,760,5.423684210526316,BHR
Bangladesh,Asia,Southern Asia,1962,47.28,6.79,51030604,14279069088,167.6,NA,2.2,4000,>5%,143998,0.14770344032556007,BGD
Barbados,Americas,Caribbean,1962,62.79,4.27,232584,920985861.5,61.2,NA,5.6,1000,>60%,430,3.7209302325581395,BRB
Belarus,Europe,Eastern Europe,1962,71.01,2.7,8356956,17700,NA,NA,5.1,30000,>35%,207600,0.41614643545279384,BLR
Belgium,Europe,Western Europe,1962,70.19,2.63,9261828,75368611864,27,NA,6.6,0,>60%,30528,5.0449423480083855,BEL
Belize,Americas,Central America,1962,61.2,6.46,97389,95206560,NA,NA,6.6,1818,>15%,22966,0.12496734302882521,BLZ
Benin,Africa,Western Africa,1962,39.32,6.39,2503232,619354945,180.6,NA,5.3,0,>0%,112622,0.14206815719841595,BEN
Bhutan,Asia,Southern Asia,1962,37.04,6.67,234703,8200,NA,NA,4.7,0,>15%,38394,0.27551179871854975,BTN
Bolivia,Americas,South America,1962,44.5,6.65,3838096,3234938744,167.7,NA,6.9,51130,>35%,1098581,0.07326542148462425,BOL
Bosnia and Herzegovina,Europe,Southern Europe,1962,64.07,3.85,3341809,10500,NA,NA,NA,0,>60%,51197,0.4477996757622517,BIH
Botswana,Africa,Southern Africa,1962,51.02,6.65,549990,141174460.7,109,NA,9.5,0,>5%,581730,0.030797792790469805,BWA
Brazil,Americas,South America,1962,56.27,6.14,77007549,122227783364,122.9,NA,5.8,2255000,>35%,8514877,0.18567079712366955,BRA
Brunei,Asia,South-Eastern Asia,1962,63.67,6.45,89603,79700,NA,NA,3.5,126500,>60%,5765,0.5254119687771032,BRN
Bulgaria,Europe,Eastern Europe,1962,69.55,2.21,8004367,19100,NA,NA,4.1,1000,>35%,110879,0.1759756130556733,BGR
Burkina Faso,Africa,Western Africa,1962,36.23,6.34,4960325,658782579.2,157.5,NA,3.4,0,>0%,274200,0.055696571845368345,BFA
Burundi,Africa,Eastern Africa,1962,41.13,7.05,2894510,320902003.5,144.6,NA,5.8,0,>0%,27830,0.4427596119295724,BDI
